접수번호,접수날짜,제조일자,불량유형_대,불량유형_중,불량유형_소,원인,유상/무상,처리내역,수리부품_x,수리비용,수리비용청구여부,제조년,접수년,수리부품_y,부품공급업체,Q.C담당
SL28559,2021-08-11,2021-02-28,기능,전원,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구,2021,2021,SMPS Pcb Board, B텍 , 김민지 
SL28560,2022-11-16,2022-04-08,기능,버튼,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2022,2022,MAIN Pcb Board, B텍 , 이수현 
SL28561,2021-05-29,2021-05-08,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021,액정 Ass'y, A액정 , 이수현 
SL28562,2022-06-14,2022-05-18,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022,케이스, C커버 , 김민지 
SL28563,2022-04-06,2021-07-16,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2022,액정 Ass'y, B패널 , 김민지 
SL28564,2021-10-01,2021-07-25,기능,전원,켜지지 않음,휴즈 끊어짐,무상,부품교체,Fuse,3000,미청구,2021,2021,Fuse, A상사 , 김민지 
SL28565,2021-11-11,2021-09-12,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2021,케이스, A케이스 , 김민지 
SL28566,2021-10-25,2021-02-12,기능,전원,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구,2021,2021,SMPS Pcb Board, A테크 , 김민지 
SL28567,2022-08-22,2022-08-09,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022,액정 Ass'y, B패널 , 이수현 
SL28568,2021-08-05,2020-07-28,기능,버튼,두번 터치됨,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000,2020,2021,스위치 PCB Board Ass'y, A테크 , 이수현 
SL28569,2023-03-30,2023-03-25,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2023,2023,케이스, A케이스 , 이수현 
SL28570,2023-04-30,2023-04-09,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2023,2023,케이스, A케이스 , 이수현 
SL28571,2023-03-25,2023-01-20,기능,전원,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2023,2023,MAIN Pcb Board, B텍 , 김민지 
SL28572,2023-05-08,2022-10-02,기능,버튼,동작안함,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구,2022,2023,스위치 PCB Board Ass'y, A테크 , 이수현 
SL28573,2022-11-20,2021-09-10,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2022,액정 Ass'y, B패널 , 이수현 
SL28574,2022-11-20,2022-10-28,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022,액정 Ass'y, C코닝 , 이수현 
SL28575,2021-09-21,2021-08-18,기능,화면,안켜짐,컨넥터 이탈,무상,부품교체,컨넥터 Ass'y,18000,미청구,2021,2021,컨넥터 Ass'y, B통신 , 김민지 
SL28576,2023-02-14,2023-02-08,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2023,2023,액정 Ass'y, B패널 , 김민지 
SL28577,2022-11-18,2022-10-25,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2022,액정 Ass'y, C코닝 , 김민지 
SL28578,2022-06-05,2021-08-03,기능,전원,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2021,2022,MAIN Pcb Board, A테크 , 이수현 
SL28579,2023-01-01,2021-12-01,기능,화면,안켜짐,컨넥터 이탈,유상,부품교체,컨넥터 Ass'y,18000,18000,2021,2023,컨넥터 Ass'y, C텍 , 이수현 
SL28580,2022-07-25,2021-08-03,기능,화면,백화현상,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2021,2022,MAIN Pcb Board, B텍 , 김민지 
SL28581,2022-07-26,2021-11-10,기능,화면,안켜짐,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구,2021,2022,액정 Ass'y, A액정 , 이수현 
SL28582,2022-10-28,2022-08-26,기능,전원,켜지지 않음,전원스위치 고장,무상,부품교체,SMPS Pcb Board,45000,미청구,2022,2022,SMPS Pcb Board, B텍 , 이수현 
SL28583,2022-06-06,2021-11-11,기능,화면,안켜짐,컨넥터 이탈,무상,제품교환,컨넥터 Ass'y,18000,미청구,2021,2022,컨넥터 Ass'y, A케이블 , 이수현 
SL28584,2022-03-21,2022-01-19,기능,화면,안켜짐,컨넥터 이탈,무상,제품교환,컨넥터 Ass'y,18000,미청구,2022,2022,컨넥터 Ass'y, B통신 , 이수현 
SL28585,2022-02-08,2022-01-31,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022,액정 Ass'y, B패널 , 김민지 
SL28586,2022-08-29,2022-07-30,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022,액정 Ass'y, C코닝 , 이수현 
SL28587,2021-08-15,2021-08-06,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021,케이스, B사출 , 김민지 
SL28588,2023-03-05,2023-02-15,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2023,2023,액정 Ass'y, B패널 , 김민지 
SL28589,2022-05-13,2021-05-19,기능,버튼,동작안함,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구,2021,2022,스위치 PCB Board Ass'y, A테크 , 이수현 
SL28590,2023-05-28,2023-03-28,기능,전원,켜지지 않음,배터리 방전,무상,부품교체,Battery,30000,미청구,2023,2023,Battery, C파워 , 김민지 
SL28591,2023-03-17,2023-02-27,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2023,2023,액정 Ass'y, A액정 , 이수현 
SL28592,2022-09-18,2021-10-13,기능,버튼,동작안함,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2021,2022,MAIN Pcb Board, C테크놀러지 , 김민지 
SL28593,2022-07-21,2022-07-16,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022,액정 Ass'y, B패널 , 이수현 
SL28594,2022-09-01,2022-08-06,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022,액정 Ass'y, C코닝 , 김민지 
SL28595,2021-05-08,2020-01-14,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2020,2021,케이스, B사출 , 김민지 
SL28596,2023-02-02,2022-09-20,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2023,액정 Ass'y, A액정 , 김민지 
SL28597,2022-02-05,2021-04-23,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2022,액정 Ass'y, A액정 , 이수현 
SL28598,2022-06-15,2022-02-28,기능,버튼,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구,2022,2022,스위치 PCB Board Ass'y, A테크 , 김민지 
SL28599,2023-01-24,2022-12-29,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2023,액정 Ass'y, C코닝 , 김민지 
SL28600,2022-01-15,2021-03-15,기능,버튼,동작안함,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구,2021,2022,스위치 PCB Board Ass'y, B텍 , 이수현 
SL28601,2022-04-12,2021-08-13,기능,전원,켜지지 않음,휴즈 끊어짐,무상,부품교체,Fuse,3000,미청구,2021,2022,Fuse, A상사 , 이수현 
SL28602,2022-02-15,2022-01-28,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022,액정 Ass'y, A액정 , 김민지 
SL28603,2022-01-18,2022-01-06,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022,케이스, A케이스 , 김민지 
SL28604,2021-06-20,2020-08-28,기능,버튼,동작안함,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구,2020,2021,스위치 PCB Board Ass'y, A테크 , 김민지 
SL28605,2022-10-04,2022-05-19,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2022,케이스, A케이스 , 이수현 
SL28606,2022-10-20,2022-03-07,기능,화면,백화현상,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022,액정 Ass'y, C코닝 , 김민지 
SL28607,2022-08-01,2021-05-19,기능,전원,켜지지 않음,전원스위치 고장,유상,부품교체,SMPS Pcb Board,45000,45000,2021,2022,SMPS Pcb Board, A테크 , 김민지 
SL28608,2021-07-31,2020-06-19,기능,전원,켜지지 않음,전원스위치 고장,유상,부품교체,SMPS Pcb Board,45000,45000,2020,2021,SMPS Pcb Board, A테크 , 김민지 
SL28609,2022-04-04,2022-03-26,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022,케이스, A케이스 , 김민지 
SL28610,2021-05-15,2020-09-07,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2020,2021,케이스, B사출 , 이수현 
SL28611,2022-07-14,2022-01-11,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2022,케이스, A케이스 , 김민지 
SL28612,2021-11-22,2021-11-09,기능,버튼,동작안함,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구,2021,2021,스위치 PCB Board Ass'y, A테크 , 이수현 
SL28613,2021-07-18,2020-07-29,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2020,2021,케이스, C커버 , 이수현 
SL28614,2022-01-07,2021-05-01,기능,화면,백화현상,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구,2021,2022,액정 Ass'y, A액정 , 김민지 
SL28615,2021-12-05,2021-11-29,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021,케이스, A케이스 , 김민지 
SL28616,2021-05-31,2021-05-24,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021,케이스, C커버 , 김민지 
SL28617,2021-08-03,2021-04-05,기능,전원,켜지지 않음,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2021,2021,MAIN Pcb Board, C테크놀러지 , 이수현 
SL28618,2021-05-30,2021-05-23,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021,액정 Ass'y, A액정 , 김민지 
SL28619,2021-10-02,2021-02-26,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2021,케이스, A케이스 , 김민지 
SL28620,2022-09-28,2021-08-17,기능,화면,안켜짐,액정 고장,유상,부품교체,액정 Ass'y,80000,80000,2021,2022,액정 Ass'y, B패널 , 김민지 
SL28621,2021-10-03,2021-09-18,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021,액정 Ass'y, C코닝 , 김민지 
SL28622,2022-10-21,2022-09-21,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022,케이스, C커버 , 김민지 
SL28623,2023-05-14,2023-04-28,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2023,2023,액정 Ass'y, B패널 , 이수현 
SL28624,2021-07-13,2021-01-28,기능,전원,켜지지 않음,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2021,2021,MAIN Pcb Board, A테크 , 김민지 
SL28625,2021-07-01,2020-09-21,기능,전원,켜지지 않음,휴즈 끊어짐,무상,부품교체,Fuse,3000,미청구,2020,2021,Fuse, B파츠 , 김민지 
SL28626,2023-05-18,2023-04-23,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2023,2023,케이스, A케이스 , 이수현 
SL28627,2023-04-08,2023-02-17,기능,버튼,동작안함,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구,2023,2023,스위치 PCB Board Ass'y, B텍 , 김민지 
SL28628,2022-03-16,2022-02-23,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022,케이스, B사출 , 이수현 
SL28629,2022-05-11,2021-05-02,기능,버튼,동작안함,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000,2021,2022,MAIN Pcb Board, B텍 , 김민지 
SL28630,2021-07-26,2021-01-12,기능,버튼,동작안함,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2021,2021,MAIN Pcb Board, B텍 , 김민지 
SL28631,2023-01-27,2022-03-18,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2023,케이스, A케이스 , 김민지 
SL28632,2022-12-02,2022-05-18,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2022,케이스, C커버 , 김민지 
SL28633,2021-05-17,2021-05-09,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021,케이스, A케이스 , 김민지 
SL28634,2023-05-30,2022-02-17,기능,전원,켜지지 않음,배터리 방전,유상,부품교체,Battery,30000,30000,2022,2023,Battery, C파워 , 김민지 
SL28635,2023-02-04,2021-11-22,기능,전원,켜지지 않음,휴즈 끊어짐,유상,부품교체,Fuse,3000,3000,2021,2023,Fuse, A상사 , 김민지 
SL28636,2021-09-04,2021-08-07,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021,케이스, A케이스 , 김민지 
SL28637,2022-03-24,2022-03-05,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022,액정 Ass'y, B패널 , 김민지 
SL28638,2022-12-20,2022-04-11,기능,전원,켜지지 않음,휴즈 끊어짐,무상,제품교환,Fuse,3000,미청구,2022,2022,Fuse, B파츠 , 김민지 
SL28639,2022-01-01,2021-12-23,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2022,케이스, A케이스 , 김민지 
SL28640,2021-11-05,2021-10-23,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2021,케이스, A케이스 , 김민지 
SL28641,2022-06-26,2021-06-24,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2022,케이스, C커버 , 김민지 
SL28642,2022-05-10,2021-11-23,기능,화면,백화현상,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2021,2022,MAIN Pcb Board, A테크 , 김민지 
SL28643,2021-12-11,2021-11-16,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021,액정 Ass'y, C코닝 , 김민지 
SL28644,2022-01-18,2021-01-04,기능,화면,안켜짐,액정 고장,유상,부품교체,액정 Ass'y,80000,80000,2021,2022,액정 Ass'y, B패널 , 이수현 
SL28645,2022-02-03,2021-06-05,기능,화면,안켜짐,컨넥터 이탈,무상,제품교환,컨넥터 Ass'y,18000,미청구,2021,2022,컨넥터 Ass'y, A케이블 , 이수현 
SL28646,2022-04-29,2022-04-18,기능,전원,켜지지 않음,배터리 방전,무상,부품교체,Battery,30000,미청구,2022,2022,Battery, B전지 , 김민지 
SL28647,2021-12-15,2021-09-10,기능,전원,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구,2021,2021,SMPS Pcb Board, B텍 , 김민지 
SL28648,2021-08-04,2021-06-23,기능,버튼,동작안함,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구,2021,2021,스위치 PCB Board Ass'y, C테크놀러지 , 김민지 
SL28649,2021-10-26,2021-10-15,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021,케이스, A케이스 , 김민지 
SL28650,2022-05-03,2021-05-22,기능,전원,켜지지 않음,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2021,2022,MAIN Pcb Board, A테크 , 이수현 
SL28651,2021-07-26,2021-07-05,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021,케이스, A케이스 , 김민지 
SL28652,2021-05-20,2020-02-20,기능,화면,안켜짐,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000,2020,2021,MAIN Pcb Board, A테크 , 김민지 
SL28653,2022-03-06,2021-11-09,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2022,케이스, B사출 , 이수현 
SL28654,2022-04-11,2021-07-13,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2022,케이스, B사출 , 김민지 
SL28655,2022-12-07,2022-08-30,기능,전원,켜지지 않음,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2022,2022,MAIN Pcb Board, B텍 , 김민지 
SL28656,2022-10-13,2021-10-24,기능,화면,백화현상,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구,2021,2022,액정 Ass'y, C코닝 , 김민지 
SL28657,2022-07-29,2021-10-06,기능,버튼,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2021,2022,MAIN Pcb Board, C테크놀러지 , 이수현 
SL28658,2022-01-28,2021-09-21,기능,전원,켜지지 않음,배터리 방전,무상,부품교체,Battery,30000,미청구,2021,2022,Battery, C파워 , 김민지 
SL28659,2021-08-19,2021-07-14,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2021,액정 Ass'y, B패널 , 이수현 
SL28660,2022-12-12,2021-08-23,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2022,액정 Ass'y, B패널 , 김민지 
SL28661,2022-11-26,2022-10-31,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022,케이스, C커버 , 김민지 
SL28662,2021-11-22,2021-11-02,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021,액정 Ass'y, B패널 , 이수현 
SL28663,2022-03-19,2021-02-17,기능,화면,백화현상,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000,2021,2022,MAIN Pcb Board, B텍 , 김민지 
SL28664,2021-06-14,2020-12-04,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2020,2021,액정 Ass'y, A액정 , 이수현 
SL28665,2022-09-10,2021-09-12,기능,전원,켜지지 않음,휴즈 끊어짐,무상,부품교체,Fuse,3000,미청구,2021,2022,Fuse, A상사 , 김민지 
SL28666,2022-12-08,2021-10-23,기능,전원,켜지지 않음,휴즈 끊어짐,유상,부품교체,Fuse,3000,3000,2021,2022,Fuse, B파츠 , 김민지 
SL28667,2022-10-30,2022-03-09,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2022,케이스, A케이스 , 이수현 
SL28668,2021-11-16,2021-11-03,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021,액정 Ass'y, C코닝 , 김민지 
SL28669,2021-07-16,2021-01-07,기능,전원,켜지지 않음,휴즈 끊어짐,무상,제품교환,Fuse,3000,미청구,2021,2021,Fuse, A상사 , 김민지 
SL28670,2022-03-25,2022-03-01,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022,액정 Ass'y, C코닝 , 이수현 
SL28671,2023-02-10,2022-08-07,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2023,액정 Ass'y, C코닝 , 이수현 
